Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,1845.0,1865.0,1765.0,1806.5,1806.5,407912
2010-01-05,1816.0,1820.0,1766.5,1785.0,1785.0,481405
2010-01-06,1775.5,1810.0,1757.0,1790.0,1790.0,451324
2010-01-07,1798.5,1819.5,1769.5,1774.5,1774.5,499933
